# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat Apr 30 11:20:43 CDT 2022 [seed=1651335642522]
# cytb_species.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
60000	-15429.78591031875	-20.633927006980034	-15409.151983311769	0.6795520297353206	4.0588679136229535	0.9054104772084351	3.4619318094195064	0.28833175327596666	0.25668090976016184	0.15971714032380782	0.29527019664006376	1.0	1.0	-15409.151983311769	0.0	-20.122430846055845
61000	-15437.588485878048	-21.510362584266176	-15416.078123293782	0.807791974638706	4.39378910462225	0.7574229085032314	3.5312908812110093	0.28846387270312146	0.2574791988042692	0.16019590862736433	0.2938610198652451	1.0	1.0	-15416.078123293782	0.0	-21.154300303227064
62000	-15427.18662774749	-21.32664137724793	-15405.859986370242	0.7459998940840358	4.269542521657728	0.919976284819819	3.527994286466268	0.2834687627015906	0.2597842607768867	0.16261571476308426	0.29413126175843857	1.0	1.0	-15405.859986370242	0.0	-20.777243067788763
63000	-15430.398213443257	-21.466717101325855	-15408.931496341931	0.7341932925452959	4.228937432713573	0.988566875327529	3.3194496451649624	0.28304061583731627	0.26720008423832003	0.1641051183116125	0.2856541816127513	1.0	1.0	-15408.931496341931	0.0	-20.915320186870645
64000	-15433.949428009908	-21.30287177309718	-15412.64655623681	0.7252298554249533	4.202657422635065	0.878540497647264	3.375036987750691	0.28521795013894585	0.2638229478300286	0.16249423785123354	0.2884648641797922	1.0	1.0	-15412.64655623681	0.0	-20.85065001058898
65000	-15431.880317648194	-21.51256948842898	-15410.367748159766	0.7181242835449203	4.1715062153905205	0.9940763359460972	3.265984103742116	0.2781861703184897	0.2687558895247825	0.16249423785123354	0.29056370230549444	1.0	1.0	-15410.367748159766	0.0	-20.97384472441339
66000	-15433.278526063057	-21.926773678322544	-15411.351752384735	0.6940858896267821	4.133556937005509	1.072447824737766	3.179930873499993	0.2758630204219693	0.27550173696356844	0.15860893673412038	0.29002630588034206	1.0	1.0	-15411.351752384735	0.0	-21.341774317328294
67000	-15425.375085302	-21.67566887040099	-15403.699416431598	0.7160801221366471	4.188240125514782	1.0337790177660051	3.6363194595581123	0.28065994386875326	0.27459955959603793	0.15860893673412038	0.2861315598010886	1.0	1.0	-15403.699416431598	0.0	-20.97406047359214
68000	-15429.308711081138	-21.451755481474017	-15407.856955599664	0.7498316498529402	4.214780742158234	1.0576071975141688	3.3182575467539728	0.264686130795397	0.2742936481236676	0.16096641852585342	0.3000538025550822	1.0	1.0	-15407.856955599664	0.0	-20.833255664715857
69000	-15430.00264963083	-23.43342750977424	-15406.569222121056	0.7834621277036005	4.329715181561964	1.3074309317334354	3.4281215335879573	0.2778899049313075	0.2684915327602644	0.16232129610937146	0.2912972661990568	1.0	1.0	-15406.569222121056	0.0	-22.56580282122976
70000	-15431.21582394491	-21.12107316197999	-15410.094750782931	0.7350394262060209	4.183345090728391	1.0385867317103032	3.3784102438966586	0.27503077546523097	0.2642009566734924	0.1671346922740069	0.2936335755872699	1.0	1.0	-15410.094750782931	0.0	-20.500359598143792
71000	-15430.141076811271	-21.863474675216757	-15408.277602136055	0.7636513263241262	4.216379594395964	0.5787496335278145	3.5456547328415238	0.28534397053561467	0.2623898532870464	0.15718572886195967	0.29508044731537947	1.0	1.0	-15408.277602136055	0.0	-21.771719771947687
72000	-15434.626454389028	-20.489372010189395	-15414.137082378838	0.7734744161621224	4.226505092325558	0.918223801358841	3.647122806221158	0.2972071387324196	0.26095636590935334	0.15799852515784737	0.28383797020037993	1.0	1.0	-15414.137082378838	0.0	-19.902776970964368
73000	-15433.558462841009	-20.580671115743318	-15412.977791725265	0.7695485613197428	4.2821166449578385	0.8339485710639306	3.647122806221158	0.2865803904909787	0.26785876965180194	0.16172286965683963	0.28383797020037993	1.0	1.0	-15412.977791725265	0.0	-20.090345494689764
74000	-15435.198775204555	-24.41174659663068	-15410.787028607925	0.7727424899769938	4.335135779056064	1.463820151698131	3.3977210807087137	0.2738922962845952	0.27660597574362583	0.16053357952282524	0.28896814844895397	1.0	1.0	-15410.787028607925	0.0	-23.4413412240344
75000	-15427.859951552531	-20.840607204680982	-15407.01934434785	0.7712109827008714	4.206003404852775	0.9250335373028671	3.456291434004448	0.28004875405417046	0.2588488380331608	0.16704503786553143	0.29405737004713756	1.0	1.0	-15407.01934434785	0.0	-20.309551555981972
76000	-15428.816961328066	-21.642083984910187	-15407.174877343155	0.7782956491198529	4.341041372599352	1.0347122687455308	3.489477625656651	0.28007609420654983	0.26732820538766533	0.16057955468501092	0.29201614572077417	1.0	1.0	-15407.174877343155	0.0	-20.98792558799254
77000	-15433.319381868532	-20.599577971097087	-15412.719803897435	0.7100305041186168	4.11315941854186	0.7570051117731569	3.1883060637175666	0.2924457550321974	0.26194841854918205	0.14786733173285463	0.2977384946857662	1.0	1.0	-15412.719803897435	0.0	-20.360011032649034
78000	-15426.114574542116	-21.272780823825435	-15404.841793718291	0.7412065362503838	4.234842340084651	0.9220050658789808	3.5721067835176266	0.2820479076067086	0.2648781325473989	0.16110301867258733	0.2919709411733054	1.0	1.0	-15404.841793718291	0.0	-20.706630745728155
79000	-15434.588795680389	-20.713024809234412	-15413.875770871155	0.7442554711689856	4.20973881745271	0.8658750395097403	3.107859741574138	0.2759770132369421	0.26601820702368234	0.15377847442391557	0.3042263053154602	1.0	1.0	-15413.875770871155	0.0	-20.367042280487933
80000	-15429.661731448643	-21.387465876684466	-15408.27426557196	0.7356637595548563	4.253050192765658	0.8834652518847093	3.4339904797872065	0.27481271728100454	0.2622102368297743	0.15805805295360453	0.30491899293561686	1.0	1.0	-15408.27426557196	0.0	-20.909843129828083
81000	-15430.745722821403	-21.57281796468159	-15409.172904856721	0.7154240409159194	4.1446217747182335	1.0361699628660344	3.4863989130434327	0.276060005619301	0.2739471040059374	0.15663598290309505	0.29335690747166676	1.0	1.0	-15409.172904856721	0.0	-20.918275279999687
