# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat Apr 30 11:20:19 CDT 2022 [seed=1651335618860]
# 16s_species.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
1904000	-37048.33519859672	-19.325877861246827	-37029.00932073547	0.25148462326101884	2.586298900769942	1.0402509025552853	2.9539635680177474	0.3296061795027524	0.25472171686763834	0.11876963224724423	0.29690247138236453	1.0	1.0	-37029.00932073547	0.0	-18.85073311773412
1905000	-37053.458825805654	-20.28556651289463	-37033.17325929276	0.23258969696596568	2.6720727490925857	0.8575379956315263	2.6317070132194686	0.3197065257887436	0.25472171686763834	0.11876963224724423	0.30680212509637333	1.0	1.0	-37033.17325929276	0.0	-20.12096575303194
1906000	-37054.2039606128	-19.98851499174957	-37034.215445621056	0.24736567590011632	2.67685080149809	0.7379543494869164	2.9992083697347622	0.31955555226065147	0.2514437187934935	0.12219860384948121	0.30680212509637333	1.0	1.0	-37034.215445621056	0.0	-19.840622143737367
1907000	-37051.211294822955	-18.755239396647898	-37032.45605542631	0.25724630707616036	2.632631210139063	0.8712970027854835	2.7532463646457295	0.33048999728113826	0.25244897466452926	0.12219860384948121	0.29486242420485076	1.0	1.0	-37032.45605542631	0.0	-18.529856168517167
1908000	-37050.342507614	-19.90619962806355	-37030.43630798593	0.24391129480426813	2.667921782327991	0.826945271396036	2.8191605069559	0.32690754320751186	0.25070575345652396	0.12219860384948121	0.30018809948648245	1.0	1.0	-37030.43630798593	0.0	-19.70902972850722
1909000	-37049.6212232453	-19.62286545571317	-37029.99835778959	0.23855270556035352	2.626644031740348	0.9268234625121293	2.8521360379857392	0.3273908155078132	0.25070575345652396	0.11863416739892248	0.3032692636367399	1.0	1.0	-37029.99835778959	0.0	-19.29972743443355
1910000	-37044.17287227703	-18.33425159755793	-37025.83862067947	0.23801138829559013	2.5647944896382815	0.9234628835769525	2.7422743546700032	0.32723242619235277	0.25492900449595246	0.11863416739892248	0.2992044019127718	1.0	1.0	-37025.83862067947	0.0	-18.054741309776915
1911000	-37048.13713670939	-19.10258213362288	-37029.03455457577	0.2354925496671605	2.5889468245088327	0.7069116706770098	2.6204781621336117	0.3217649577098053	0.25492900449595246	0.11863416739892248	0.3046718703953193	1.0	1.0	-37029.03455457577	0.0	-19.135322597344434
1912000	-37049.019550080404	-19.332620071335217	-37029.68693000907	0.25178233210501033	2.6917157746950005	0.6794090683772372	2.7344140909063603	0.32115102986355654	0.25492900449595246	0.11924809524517124	0.3046718703953193	1.0	1.0	-37029.68693000907	0.0	-19.362900941067238
1913000	-37044.70845727285	-19.18658766618684	-37025.52186960666	0.24267271549630287	2.6564212446310203	0.8350968257693353	2.9189421645865616	0.32115102986355654	0.25492900449595246	0.11924809524517124	0.3046718703953193	1.0	1.0	-37025.52186960666	0.0	-18.94362818401104
1914000	-37052.12233710385	-18.321993945207726	-37033.80034315864	0.24721764494592224	2.5896926661256985	0.6947869140332797	2.8780316884773285	0.3291947085767361	0.25492900449595246	0.11929700225740153	0.29657928466990946	1.0	1.0	-37033.80034315864	0.0	-18.277671216825425
1915000	-37047.7045238275	-19.361094942196658	-37028.3434288853	0.2431669639822216	2.6252163454602964	0.8533189770734095	2.8372427125116344	0.33077216038469315	0.2533515526879954	0.11929700225740153	0.29657928466990946	1.0	1.0	-37028.3434288853	0.0	-19.12597439134508
1916000	-37054.3990777396	-18.155135527092035	-37036.24394221251	0.2317249315996504	2.5444224247310725	0.6538099486062601	2.8117721551100026	0.32223122607852706	0.2631454267178689	0.11804406253369412	0.29657928466990946	1.0	1.0	-37036.24394221251	0.0	-18.195570631178512
1917000	-37043.78430386748	-16.94197968989853	-37026.842324177574	0.23370850719371697	2.4955318645977838	0.7659841037025304	2.766939010733517	0.32223122607852706	0.2573323370770457	0.11968134860349948	0.3007550882409273	1.0	1.0	-37026.842324177574	0.0	-16.84040855229928
1918000	-37054.89788907352	-20.065119058043955	-37034.83277001548	0.24936691777848788	2.6671276069335783	0.9129527290538066	3.074060754549319	0.3293227514158872	0.2564474634093125	0.11968134860349948	0.29454843657130036	1.0	1.0	-37034.83277001548	0.0	-19.67802697555095
1919000	-37053.6694228923	-18.791501148746633	-37034.87792174355	0.23221965418030688	2.6299489390292194	0.8073447138252223	2.762086708343108	0.3280771798599289	0.2557259378012173	0.12620812754743815	0.2899887547914152	1.0	1.0	-37034.87792174355	0.0	-18.639114851658068
1920000	-37046.146737484305	-17.997504177860506	-37028.149233306445	0.24331621852524665	2.5972432601758	0.6200056666181522	2.7886477206333193	0.32862809833466633	0.25601504998911634	0.12010309067638227	0.29525376099983464	1.0	1.0	-37028.149233306445	0.0	-18.099442425667345
1921000	-37047.59879205657	-18.779198209474593	-37028.819593847096	0.23616363371042826	2.581457991622732	0.9511120487970649	2.847996074516854	0.32656860219192974	0.25668230984543267	0.12149532696280253	0.29525376099983464	1.0	1.0	-37028.819593847096	0.0	-18.431688015336565
1922000	-37046.92586865315	-19.346685860080097	-37027.579182793066	0.2440958787461366	2.655238883192249	0.7118852791169252	2.7332354895190605	0.32656860219192974	0.2540801048128052	0.12149532696280253	0.2978559660324621	1.0	1.0	-37027.579182793066	0.0	-19.33070605077006
1923000	-37052.280572865486	-20.106783583618274	-37032.17378928187	0.23071948935192227	2.6711090135380573	0.8586337298390443	2.7332354895190605	0.32148672508863074	0.25886796208981394	0.12149532696280253	0.29814998585875235	1.0	1.0	-37032.17378928187	0.0	-19.903378108188694
1924000	-37043.88526486808	-18.02133049723694	-37025.86393437084	0.23842251751204288	2.5775805015419158	0.780256873593069	2.9547054083151107	0.32148672508863074	0.25655706355032315	0.12149532696280253	0.30046088439824314	1.0	1.0	-37025.86393437084	0.0	-17.83351529379976
1925000	-37053.87931904515	-19.883999674135765	-37033.99531937101	0.24285499730926452	2.6655806947106173	0.9280418246375035	2.6274327173408296	0.3283888290578952	0.25386565359881186	0.1172846329450494	0.30046088439824314	1.0	1.0	-37033.99531937101	0.0	-19.641978557135126
1926000	-37044.690920899026	-20.094144625841697	-37024.59677627318	0.2354275332433213	2.5926106344136164	1.0902862484977902	2.8674039214647515	0.3283888290578952	0.25649668399534525	0.1170508402321931	0.29806364671456603	1.0	1.0	-37024.59677627318	0.0	-19.603061931497898
1927000	-37051.49364497124	-20.56208838692052	-37030.93155658432	0.2373545343608762	2.6841614330949515	0.7259839726410905	2.523022782891166	0.3269031867925817	0.2562610369224811	0.11877212957037075	0.29806364671456603	1.0	1.0	-37030.93155658432	0.0	-20.60475731519364
1928000	-37051.10559854807	-21.3367061305269	-37029.768892417545	0.21340631369100652	2.6923540996446746	0.6890003506827955	2.6514978361565467	0.3238996572704568	0.26145985508869307	0.1165768409262837	0.29806364671456603	1.0	1.0	-37029.768892417545	0.0	-21.383574303027046
1929000	-37045.81542176265	-21.47435065474743	-37024.341071107905	0.2235030898026968	2.704709791067382	1.0940975873671257	2.820667063846892	0.32239686400994033	0.2558670889479716	0.11873487697656307	0.30300117006552457	1.0	1.0	-37024.341071107905	0.0	-20.996687282264393
1930000	-37048.894233479696	-20.713982299853527	-37028.180251179845	0.21694525896199157	2.64895136904906	0.665993499891298	2.727568310411422	0.32365103128762956	0.2558670889479716	0.11873487697656307	0.30174700278783534	1.0	1.0	-37028.180251179845	0.0	-20.76672084751246
1931000	-37050.93455984402	-18.528906894975215	-37032.40565294904	0.21304045226460475	2.550084119763018	0.8507748623943766	2.634982856583814	0.3239062736219619	0.2545285780869657	0.11981814550323665	0.30174700278783534	1.0	1.0	-37032.40565294904	0.0	-18.371005374134402
1932000	-37045.14260439275	-19.6957684770144	-37025.44683591573	0.22530748877442697	2.6743310198736334	0.9297381219898794	2.854261779781407	0.3233956889034467	0.2550391628054809	0.11981814550323665	0.30174700278783534	1.0	1.0	-37025.44683591573	0.0	-19.368722470536024
1933000	-37047.33332869561	-19.036447792267236	-37028.29688090334	0.23031022930214617	2.616987223665349	0.9822945955939891	2.8087193119963545	0.3233956889034467	0.2550391628054809	0.11981814550323665	0.30174700278783534	1.0	1.0	-37028.29688090334	0.0	-18.6709178065485
1934000	-37052.66793955203	-19.222481697836717	-37033.4454578542	0.21513948848175404	2.603606097724733	0.6828906088072354	2.760347076726014	0.32084088412728207	0.25759396758164554	0.11981814550323665	0.30174700278783534	1.0	1.0	-37033.4454578542	0.0	-19.238147791060072
1935000	-37051.35657955815	-18.950987963574498	-37032.40559159458	0.21640294786832456	2.56561896930856	0.6069326877792338	2.974168566739273	0.31819301295638464	0.2609892682213013	0.12408641327563771	0.2967313055466759	1.0	1.0	-37032.40559159458	0.0	-19.007448251989008
1936000	-37048.010931596094	-18.8747272714942	-37029.1362043246	0.22396798128640244	2.6120141185903614	0.6501123038723436	2.6582286576532037	0.3272804703433336	0.25190181083435237	0.12408641327563771	0.2967313055466759	1.0	1.0	-37029.1362043246	0.0	-18.977195124857268
1937000	-37052.216372411014	-21.111428484518903	-37031.1049439265	0.2262265427692082	2.7291285099466402	0.97994250975885	2.727516092460245	0.32566048757131455	0.25420206361662523	0.1188744392938884	0.3012630095181714	1.0	1.0	-37031.1049439265	0.0	-20.777972222675626
1938000	-37045.46721697612	-20.880450695712497	-37024.58676628041	0.2203515092863996	2.6547582075420983	0.6506904220663106	2.786180140121057	0.32566048757131455	0.25420206361662523	0.1188744392938884	0.3012630095181714	1.0	1.0	-37024.58676628041	0.0	-20.934983061139615
1939000	-37056.47381133064	-21.014926380134696	-37035.4588849505	0.22565085014221167	2.7156628365318407	0.9227470981234195	2.786180140121057	0.32779268641155535	0.25420206361662523	0.12292042138256272	0.29508482858925633	1.0	1.0	-37035.4588849505	0.0	-20.72013753543177
1940000	-37054.81913988863	-20.81818639131324	-37034.000953497314	0.22061005890784705	2.70350906989978	0.9563942475155086	2.675445572668589	0.32779268641155535	0.2616589281423715	0.11565622489949627	0.29489216054657647	1.0	1.0	-37034.000953497314	0.0	-20.528252161406538
1941000	-37046.47938142292	-17.173673857641045	-37029.305707565276	0.21907453159829832	2.5047827489219125	0.753855283135663	2.730771747725111	0.32158106073798404	0.2561036320218003	0.12121152102006749	0.3011037862201478	1.0	1.0	-37029.305707565276	0.0	-17.10131511832201
1942000	-37050.795582734936	-20.560398040479953	-37030.23518469446	0.21631217708987255	2.664159005629525	0.8276035691653137	2.7462779351450486	0.32158106073798404	0.2561036320218003	0.12407777251960404	0.2982375347206112	1.0	1.0	-37030.23518469446	0.0	-20.38901633177502
1943000	-37053.11978546549	-19.809281314958454	-37033.31050415053	0.21997485934790278	2.624515133732154	0.8289208095626125	2.888293133869353	0.3241463911265467	0.2561036320218003	0.12031277898116027	0.2994371978704923	1.0	1.0	-37033.31050415053	0.0	-19.584745931534567
1944000	-37051.55748231497	-18.79523350667706	-37032.76224880829	0.22245382431798927	2.587846071587494	0.765373053118038	2.799210378822722	0.3279700264383985	0.2561036320218003	0.12208840116892884	0.29383794037087185	1.0	1.0	-37032.76224880829	0.0	-18.682690016477697
1945000	-37051.08822769209	-18.674443040233037	-37032.41378465186	0.2178947269654151	2.5592325462212813	0.7748737718362786	2.799210378822722	0.3263682568752762	0.2561036320218003	0.12208840116892884	0.29543970993399415	1.0	1.0	-37032.41378465186	0.0	-18.54956277509392
1946000	-37052.98141094843	-20.05235441177084	-37032.92905653666	0.2102803319632523	2.5914386819436097	0.9945387667914912	2.761572723477194	0.3241974082396451	0.2517282009125196	0.12208840116892884	0.301985989678906	1.0	1.0	-37032.92905653666	0.0	-19.691627763727265
1947000	-37048.03937655679	-21.8847507826896	-37026.15462577411	0.21626613441845105	2.5773927599279083	1.2926976079921642	2.680507190654201	0.3231955203273768	0.256170585240031	0.12221533079678132	0.29841856363581043	1.0	1.0	-37026.15462577411	0.0	-21.29162827067704
1948000	-37051.52341846521	-19.237096448288963	-37032.28632201692	0.21678450741799643	2.579145992808446	0.7053724256934762	2.680507190654201	0.3231955203273768	0.2588616315457868	0.11952428449102555	0.29841856363581043	1.0	1.0	-37032.28632201692	0.0	-19.24973449244259
1949000	-37051.43180549476	-20.800958338131718	-37030.63084715663	0.21447798004335658	2.654850226858559	0.9216998994212068	2.8912654113288774	0.3231955203273768	0.2588616315457868	0.11952428449102555	0.29841856363581043	1.0	1.0	-37030.63084715663	0.0	-20.469259076780606
1950000	-37053.89557988633	-22.486329845898567	-37031.40925004044	0.22399564697688007	2.773605512962191	1.129426687892937	2.5427354002559905	0.32264655750247484	0.2574904412251608	0.11952428449102555	0.3003387167813384	1.0	1.0	-37031.40925004044	0.0	-22.079630462920196
1951000	-37056.00267825819	-20.593142665116318	-37035.40953559308	0.21529610018866213	2.607437747658376	1.0461338447572175	2.670415785013502	0.3169868820793515	0.2621299935963021	0.11794010485698692	0.302943019467359	1.0	1.0	-37035.40953559308	0.0	-20.215383549018938
1952000	-37057.460645232284	-18.334689002128453	-37039.12595623016	0.21770860338923456	2.5487969559132155	0.619265112144752	2.9159095240317843	0.32468248448704257	0.2621299935963021	0.11752498109951845	0.29566254081713644	1.0	1.0	-37039.12595623016	0.0	-18.391830253020483
1953000	-37057.507658773095	-19.212365876558813	-37038.29529289654	0.22248153194668624	2.6594918373799614	0.7136556574412148	2.694273365106533	0.3258969566350114	0.2602777724784566	0.12060789459376071	0.29321737629277084	1.0	1.0	-37038.29529289654	0.0	-19.208244237253204
1954000	-37059.193096761206	-18.66128063513452	-37040.53181612607	0.20985459651644423	2.5357938565118667	0.6736562614743224	2.5840852168911534	0.324634974658912	0.25780065208904757	0.12434699695926918	0.29321737629277084	1.0	1.0	-37040.53181612607	0.0	-18.75580151550088
1955000	-37050.092052496235	-19.94654329459083	-37030.14550920164	0.23257220998187747	2.671295858019545	0.9562652273439438	2.5840852168911534	0.3221208470576113	0.25405213995666037	0.12315940787534455	0.3006676051103834	1.0	1.0	-37030.14550920164	0.0	-19.69074884893003
1956000	-37048.99105237482	-20.090909564970097	-37028.90014280985	0.22447914020469165	2.6592299302677205	0.9608555980687193	2.948943750665841	0.3221208470576113	0.25405213995666037	0.12315940787534455	0.3006676051103834	1.0	1.0	-37028.90014280985	0.0	-19.696948278264394
1957000	-37046.80072762436	-19.442414702106124	-37027.35831292225	0.22112411506068244	2.636984664055231	0.8393176910070727	2.6623559603266984	0.32353461989936794	0.2551509687577745	0.1206468062324738	0.3006676051103834	1.0	1.0	-37027.35831292225	0.0	-19.287908353854935
1958000	-37051.79162503632	-21.07951626893165	-37030.71210876739	0.21856870152727978	2.7159188316149168	0.8480206609645602	2.7811306496398704	0.32507476203356583	0.25231654935946163	0.1191066640982759	0.30350202450869623	1.0	1.0	-37030.71210876739	0.0	-20.871019189639128
1959000	-37054.24010832977	-20.718578925606508	-37033.52152940416	0.22098142263772816	2.719630277304611	0.7940508766028365	2.7529186340706757	0.32345004057412347	0.2563217096042381	0.11510150385349942	0.3051267459681386	1.0	1.0	-37033.52152940416	0.0	-20.586151081755304
1960000	-37052.0264092768	-19.506941794221618	-37032.519467482576	0.22517838856898312	2.652596218426529	0.7217442646104267	2.7486663687377106	0.32345004057412347	0.2563217096042381	0.12255651483280725	0.29767173498883076	1.0	1.0	-37032.519467482576	0.0	-19.471548208951585
1961000	-37054.455613249986	-20.663164581239993	-37033.79244866875	0.23473285126721433	2.745387757361618	0.9674062581446344	2.9247107411363125	0.3259689122042974	0.2558402036717001	0.12003764320263328	0.2981532409213688	1.0	1.0	-37033.79244866875	0.0	-20.27106870179394
1962000	-37045.32292629993	-19.645246487922524	-37025.677679812004	0.21724325782391768	2.6232484239923206	0.8179493302762795	2.7101022703239575	0.32724135988204284	0.2558402036717001	0.12003764320263328	0.2968807932436234	1.0	1.0	-37025.677679812004	0.0	-19.498889481885975
1963000	-37056.778247134454	-18.841881259258994	-37037.9363658752	0.21593769176152527	2.6140089053171196	0.8348102169194765	2.7851377942862743	0.3285592862675856	0.2512977747455561	0.12189647952431727	0.2982464594625406	1.0	1.0	-37037.9363658752	0.0	-18.647623244080485
1964000	-37051.364091784264	-19.139015807369947	-37032.225075976894	0.2133201872633222	2.5746096220599295	0.8823371365202245	2.652349077579839	0.31895982125322253	0.2608972397599192	0.12189647952431727	0.2982464594625406	1.0	1.0	-37032.225075976894	0.0	-18.93823562299122
1965000	-37048.86349436216	-18.301947668239208	-37030.56154669392	0.2125591290057795	2.5548230072045475	0.7479512003497879	2.780773150526	0.31895982125322253	0.25859520171313016	0.12189647952431727	0.3005484975093296	1.0	1.0	-37030.56154669392	0.0	-18.219148281189714
1966000	-37051.38973821856	-21.427856741062776	-37029.961881477495	0.22155139633973983	2.5875445874090657	1.2970325161067282	2.780773150526	0.31742229647228287	0.2579814324991274	0.12404777351925969	0.3005484975093296	1.0	1.0	-37029.961881477495	0.0	-20.794560835439054
1967000	-37055.98258491609	-20.43520965021004	-37035.54737526588	0.22553618237176687	2.700246339852031	0.7583600443312315	2.8701687642830134	0.3168502655546763	0.2585894228848014	0.12253870840323658	0.30202160315728527	1.0	1.0	-37035.54737526588	0.0	-20.306167237719997
1968000	-37050.048606978155	-19.474338819133635	-37030.57426815902	0.2117207492959081	2.6040449277239217	0.8378053856695686	2.6625069269639847	0.31917516639065846	0.2573557986098112	0.12253870840323658	0.3009303265962933	1.0	1.0	-37030.57426815902	0.0	-19.32157997403337
1969000	-37048.89009541483	-20.853074927878254	-37028.03702048695	0.21692750112571813	2.65775553319506	0.9119316053495383	2.691821777752812	0.32453605017707576	0.2572287828169771	0.1173048404096534	0.3009303265962933	1.0	1.0	-37028.03702048695	0.0	-20.60469377458847
1970000	-37045.671318702036	-20.223373447937337	-37025.4479452541	0.21650555212607925	2.637044830701177	0.9177597615116582	2.8335059542747287	0.32639031366329135	0.2555890650296208	0.11761816273650441	0.300402458570583	1.0	1.0	-37025.4479452541	0.0	-19.91680414190087
1971000	-37054.68299166226	-20.27582105140038	-37034.40717061086	0.22181887745298418	2.6527209726744907	0.8819169594298251	2.815906024774623	0.32639031366329135	0.25313176751357663	0.1200754602525486	0.300402458570583	1.0	1.0	-37034.40717061086	0.0	-20.015473359131516
1972000	-37053.79464982057	-19.65802168697578	-37034.136628133594	0.2207984921362254	2.6523027926188347	0.6974711536315507	2.70138378455975	0.32639031366329135	0.25313176751357663	0.1200754602525486	0.300402458570583	1.0	1.0	-37034.136628133594	0.0	-19.674216596720886
1973000	-37055.6100282511	-19.23440400184775	-37036.37562424925	0.21719491760716564	2.5789810131008877	0.6382076950987375	2.6225881356796044	0.32639031366329135	0.25313176751357663	0.1200754602525486	0.300402458570583	1.0	1.0	-37036.37562424925	0.0	-19.368600222568467
1974000	-37048.192856476446	-18.576177948610013	-37029.61667852783	0.220750744629133	2.590183269128873	0.6623071269562413	2.896546983088251	0.3277109276094708	0.2532543581776802	0.1200754602525486	0.2989592539603	1.0	1.0	-37029.61667852783	0.0	-18.573070788170526
1975000	-37047.68202017732	-19.947245152557485	-37027.734775024765	0.22069568990446584	2.6087277428001174	1.0425389591675445	2.950837256973605	0.3276290397413063	0.2532543581776802	0.12015734812071309	0.2989592539603	1.0	1.0	-37027.734775024765	0.0	-19.471018196004895
1976000	-37050.032072020185	-20.035624513466345	-37029.99644750672	0.21149924936612619	2.590627997669706	0.6233760529602014	2.7435398675412954	0.3296553148495733	0.2532543581776802	0.12015734812071309	0.296932978852033	1.0	1.0	-37029.99644750672	0.0	-20.148630841044167
1977000	-37059.0527239834	-18.495349079005624	-37040.55737490439	0.2175245710267469	2.5162939176356827	0.6380319379640569	2.9372523409284064	0.3296553148495733	0.2532543581776802	0.12015734812071309	0.296932978852033	1.0	1.0	-37040.55737490439	0.0	-18.514998096012622
1978000	-37057.82911409879	-19.97065694657681	-37037.858457152215	0.219952589146381	2.628936118647405	0.9334590530308613	2.7631219698636906	0.32850513951406324	0.2532543581776802	0.12015734812071309	0.29808315418754305	1.0	1.0	-37037.858457152215	0.0	-19.672745662942713
1979000	-37046.47714128134	-19.287433497717203	-37027.189707783626	0.22516098397031098	2.6257407617005697	0.6855522750141819	2.7631219698636906	0.3274759455153512	0.25428355217639226	0.11843376864311474	0.29980673366514143	1.0	1.0	-37027.189707783626	0.0	-19.29819455786179
1980000	-37049.855869319705	-19.40861063278767	-37030.447258686916	0.22178717910391488	2.5886274060584147	0.5875072676377278	2.7603288374035064	0.3201101754404265	0.26427267826198525	0.11843376864311474	0.2971833776544731	1.0	1.0	-37030.447258686916	0.0	-19.574729466132606
1981000	-37059.7542535418	-19.95753445551582	-37039.79671908629	0.22625452000098029	2.5703418360072665	1.1214873301264991	2.781947781314502	0.32378808011065363	0.2631509925791593	0.11653920050615005	0.2965217268040366	1.0	1.0	-37039.79671908629	0.0	-19.469233224694285
1982000	-37050.35677153893	-19.011356336187646	-37031.34541520274	0.23011946750774218	2.6345099577158595	0.6559532291928448	2.868348719479595	0.3282704055073483	0.25579735007111254	0.11489745683526754	0.30103478758627117	1.0	1.0	-37031.34541520274	0.0	-19.028038969541456
1983000	-37051.691872202326	-19.22851757431753	-37032.46335462801	0.22391665733846183	2.645746743253589	0.7828649872970834	2.7251356806771345	0.3252693623326863	0.25579735007111254	0.11489745683526754	0.3040358307609332	1.0	1.0	-37032.46335462801	0.0	-19.120469739757368
1984000	-37060.53059370458	-19.688616513881826	-37040.8419771907	0.21940413980260537	2.610321535739438	0.8835405483491089	2.632992317198243	0.32723369605056024	0.25604160320398717	0.12080443036470166	0.29592027038075047	1.0	1.0	-37040.8419771907	0.0	-19.49366582180574
1985000	-37050.10585228912	-19.576034707577037	-37030.52981758154	0.2200837612749722	2.5770310908685836	1.0746790797803694	2.721161919809604	0.32723369605056024	0.25604160320398717	0.12080443036470166	0.29592027038075047	1.0	1.0	-37030.52981758154	0.0	-19.152630681427215
1986000	-37051.20701736974	-20.14204436615457	-37031.06497300359	0.2182678716966028	2.543374002497993	1.165219726088336	2.6186665734429355	0.32723369605056024	0.25639103797775287	0.12080443036470166	0.29557083560698477	1.0	1.0	-37031.06497300359	0.0	-19.675700786005795
1987000	-37050.48169083995	-21.187142737474588	-37029.29454810248	0.22600004411862162	2.689090250396518	0.6462770266190339	2.6145865258424665	0.3230694708839088	0.2615289024172007	0.12000763262032968	0.2953939940785603	1.0	1.0	-37029.29454810248	0.0	-21.311757108273344
1988000	-37046.35555713248	-19.30427071331496	-37027.05128641917	0.21658435700402406	2.6035321027775664	0.9044826874562438	2.7509979763838333	0.3230694708839088	0.2561057308029581	0.11881395599022168	0.3020108423229109	1.0	1.0	-37027.05128641917	0.0	-19.042330664529615
1989000	-37051.745416562	-19.413274180528045	-37032.33214238147	0.22187165748115262	2.6062034340410443	0.9530047937696202	2.915145018237601	0.3230694708839088	0.25390985563466745	0.11889380813500704	0.30412686534641625	1.0	1.0	-37032.33214238147	0.0	-19.039602944221954
1990000	-37052.78325904585	-20.2298720268731	-37032.553387018976	0.2162927537135421	2.658993297736086	0.8198556103996156	2.646008313631083	0.3230694708839088	0.25390985563466745	0.11889380813500704	0.30412686534641625	1.0	1.0	-37032.553387018976	0.0	-20.104891864375535
1991000	-37053.6066252376	-19.74689853848463	-37033.85972669911	0.2150200962405578	2.5789356462758604	0.9851170029182187	2.952915639603512	0.3230694708839088	0.25390985563466745	0.11889380813500704	0.30412686534641625	1.0	1.0	-37033.85972669911	0.0	-19.326584249060172
1992000	-37057.256981476115	-19.414180314114855	-37037.842801162	0.22168119907539663	2.64613910379691	0.7160581529460411	2.626813379087244	0.3230694708839088	0.251480443044197	0.1213232207254775	0.30412686534641625	1.0	1.0	-37037.842801162	0.0	-19.431705216825545
1993000	-37060.61184809872	-21.873110606923376	-37038.738737491796	0.22595472094184887	2.8067832606822103	0.8864774762861389	2.752728186978137	0.3235136811335126	0.2597130854596574	0.1213232207254775	0.29545001268135207	1.0	1.0	-37038.738737491796	0.0	-21.630644322406937
1994000	-37050.65813976136	-19.981653913286465	-37030.676485848075	0.21400838512551143	2.521961965135983	0.5674525838285551	2.92263471421952	0.3238204499260812	0.2596458062563883	0.1213232207254775	0.29521052309205253	1.0	1.0	-37030.676485848075	0.0	-20.123762547377243
1995000	-37052.35331089583	-22.678648488489856	-37029.67466240734	0.22063310490417387	2.728701018107229	1.191203680906843	2.8769413856054316	0.3258642415803351	0.25732138575140895	0.1213232207254775	0.295491151942778	1.0	1.0	-37029.67466240734	0.0	-22.095604099254253
1996000	-37052.102283250766	-22.66397770364037	-37029.438305547126	0.22134620742751168	2.6932781662747227	1.3010118395155768	2.72260708107449	0.3258642415803351	0.25837174684624215	0.1213232207254775	0.2944407908479448	1.0	1.0	-37029.438305547126	0.0	-22.04892207276074
1997000	-37056.56052825832	-18.754973821576854	-37037.805554436745	0.20899818925421285	2.5725010253616345	0.8444279595232379	2.6223477042175825	0.3258642415803351	0.25837174684624215	0.1213232207254775	0.2944407908479448	1.0	1.0	-37037.805554436745	0.0	-18.609263962273552
1998000	-37045.51546641482	-18.86471771206688	-37026.650748702756	0.21765532905048315	2.604502652044161	0.8272762723568212	2.710494926460173	0.3242482145134434	0.2567649920876875	0.1213232207254775	0.29766357267339116	1.0	1.0	-37026.650748702756	0.0	-18.706877789430884
1999000	-37052.055161409015	-17.164636943106487	-37034.89052446591	0.21929029544956125	2.4849870079390173	0.744880723206058	2.6576579010551864	0.3252561568308678	0.2594906673586984	0.12031527840805308	0.29493789740238024	1.0	1.0	-37034.89052446591	0.0	-17.13123746835597
2000000	-37058.542137350676	-19.795020650293	-37038.74711670038	0.2362211529429921	2.674791577623827	0.9652849137829523	2.578842676794846	0.32344314337525903	0.2558273966968191	0.12031527840805308	0.3004141815198683	1.0	1.0	-37038.74711670038	0.0	-19.531801925619074
2001000	-37053.178767033816	-21.035228822582877	-37032.14353821123	0.22461286534415362	2.689910477845781	0.9916271650758067	2.72482413666964	0.32038205863737856	0.2606302542674093	0.12125547725680601	0.29773220983840565	1.0	1.0	-37032.14353821123	0.0	-20.690908553143764
2002000	-37047.58992460468	-19.06840741352566	-37028.521517191155	0.22118913388262285	2.5914968840471686	0.6387786566108176	2.6964190810822086	0.32038205863737856	0.26176624672811655	0.11554755953423573	0.3023041351002687	1.0	1.0	-37028.521517191155	0.0	-19.174336578981315
2003000	-37049.47496869868	-19.148099030180706	-37030.326869668505	0.21186375311366742	2.5874266937700736	0.77884894860799	2.8823564615454145	0.32038205863737856	0.26176624672811655	0.11554755953423573	0.3023041351002687	1.0	1.0	-37030.326869668505	0.0	-18.98800722185094
2004000	-37048.54698529941	-21.25980268051399	-37027.28718261889	0.21494570363810372	2.603027499463118	0.5553461479066767	2.7177783945206735	0.3194002565028587	0.2609090216042929	0.11738658679257923	0.3023041351002687	1.0	1.0	-37027.28718261889	0.0	-21.49782894418053
2005000	-37055.79001703349	-20.56903774830761	-37035.220979285186	0.22087408635907083	2.7322906508779976	0.8172921433356815	2.595785467776728	0.31953541901882154	0.2609090216042929	0.11738658679257923	0.30216897258430586	1.0	1.0	-37035.220979285186	0.0	-20.465904257455453
2006000	-37049.27988361684	-19.38238472588868	-37029.89749889095	0.22127140860821332	2.641890637949335	0.7289267151655059	2.8129548512709954	0.32198376262799505	0.26311528701762854	0.11518032137924358	0.29972062897513235	1.0	1.0	-37029.89749889095	0.0	-19.31363364945246
2007000	-37055.44658777068	-21.359184825061025	-37034.087402945624	0.2227126917251707	2.746395847386967	0.8973116851586349	2.6564073896682476	0.3203691805000114	0.2625935559907177	0.11863195080071108	0.29840531270855936	1.0	1.0	-37034.087402945624	0.0	-21.140069953471528
2008000	-37055.329571454364	-19.16362634462089	-37036.165945109744	0.2286628979728769	2.6443752097696698	0.7855075211844772	2.8994176456541934	0.31982574654343343	0.2547907760132926	0.11863195080071108	0.30675152664256244	1.0	1.0	-37036.165945109744	0.0	-18.98888738180147
